Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-01-02 00:00:00-05:00,40.226435940011456,40.732339480835876,40.01367054361477,40.72288131713867,102223600,0.0,0.0
2018-01-03 00:00:00-05:00,40.78671159423801,41.26424786191854,40.65196342204666,40.715789794921875,118071600,0.0,0.0
2018-01-04 00:00:00-05:00,40.78906818489465,41.00892536892023,40.680324568598486,40.9049072265625,89738400,0.0,0.0
2018-01-05 00:00:00-05:00,41.00183177135353,41.45808888562024,40.909634532307145,41.37062072753906,94640000,0.0,0.0
2018-01-08 00:00:00-05:00,41.216957092285156,41.514824242883,41.117664434854255,41.216957092285156,82271200,0.0,0.0
2018-01-09 00:00:00-05:00,41.26424357067799,41.384808091914614,40.99474364708917,41.21223449707031,86336000,0.0,0.0
2018-01-10 00:00:00-05:00,40.935636693433224,41.20513657711564,40.89781126236827,41.2027702331543,95839600,0.0,0.0
2018-01-11 00:00:00-05:00,41.273682931159385,41.486448228651035,41.25004474736978,41.43680191040039,74670800,0.0,0.0
2018-01-12 00:00:00-05:00,41.64957982925219,41.92853792161902,41.52428622393144,41.864707946777344,101672400,0.0,0.0
2018-01-16 00:00:00-05:00,42.05618741672786,42.40842998233989,41.64011849389825,41.651939392089844,118263600,0.0,0.0
2018-01-17 00:00:00-05:00,41.64248095838229,42.37533335468939,41.38716831671789,42.339874267578125,137547200,0.0,0.0
2018-01-18 00:00:00-05:00,42.403701524477604,42.5762787047001,42.13893071580883,42.3776969909668,124773600,0.0,0.0
2018-01-19 00:00:00-05:00,42.22404628510947,42.453358061043744,41.940362692301555,42.1885871887207,129700400,0.0,0.0
2018-01-22 00:00:00-05:00,41.91433989044738,42.02781255668395,41.74885816734592,41.84341812133789,108434400,0.0,0.0
2018-01-23 00:00:00-05:00,41.91435725671871,42.42026079537065,41.80088454346727,41.85289001464844,130756400,0.0,0.0
2018-01-24 00:00:00-05:00,41.90253222479834,41.91435312458746,40.945097057594886,41.18622970581055,204420400,0.0,0.0
2018-01-25 00:00:00-05:00,41.25478228627113,41.35880042561576,40.313897165599826,40.451011657714844,166116000,0.0,0.0
2018-01-26 00:00:00-05:00,40.661405582647596,40.661405582647596,40.20278217508163,40.54556655883789,156572000,0.0,0.0
2018-01-29 00:00:00-05:00,40.2264201351978,40.2264201351978,39.49593419120925,39.70633316040039,202561600,0.0,0.0
2018-01-30 00:00:00-05:00,39.13187600830887,39.56685763750637,38.935660645661486,39.47229766845703,184192800,0.0,0.0
2018-01-31 00:00:00-05:00,39.44865023337651,39.81980545366312,39.36118209414791,39.58103561401367,129915600,0.0,0.0
